,GAME_ID,SEASON,GAME_DATE_EST,SEASON,HOME_TEAM_WINS,G,W,L,HOME_W,HOME_L,AWAY_W,AWAY_L,TOP_PLAYERS,EFF,HG_7days,AG_7days,G_7days,BACK2BACK,MISSING_PLAYERS,HOME_ELO,CONFERENCE_VISITOR,TEAM_VISITOR,G_VISITOR,W_VISITOR,L_VISITOR,HOME_W_VISITOR,HOME_L_VISITOR,AWAY_W_VISITOR,AWAY_L_VISITOR,TOP_PLAYERS_VISITOR,EFF_VISITOR,HG_7days_VISITOR,AG_7days_VISITOR,G_7days_VISITOR,BACK2BACK_VISITOR,MISSING_PLAYERS_VISITOR,VISITOR_ELO,ELO_DIFF,TOP_PLAYER_DIFF,MISSING_PLAYER_DIFF,EFF_DIFF,MONTH
11,20400010,2004,11/3/2004,2004,0,0,0,0,0,0,0,0,0,740.9090909,0,0,0,0,0,1581.344903,West,Dallas,1,1,0,1,0,0,0,2,872.4444444,0,0,0,0,0,1591.327648,-9.982745409,-2,0,-131.5353535,11
12,20400016,2004,11/3/2004,2004,0,0,0,0,0,0,0,0,0,666.4,0,0,0,0,0,1597.626776,West,Portland,0,0,0,0,0,0,0,2,1038.125,0,0,0,0,1,1510.253231,87.37354488,-2,-1,-371.725,11
13,20400019,2004,11/4/2004,2004,1,1,0,1,0,0,0,1,1,816.8888889,0,0,0,0,2,1629.404437,West,Minnesota,1,1,0,1,0,0,0,2,893.6666667,1,0,1,1,1,1640.681298,-11.27686098,-1,1,-76.77777778,11
14,20400018,2004,11/4/2004,2004,1,1,1,0,0,0,1,0,1,733.6666667,0,1,1,1,0,1668.433377,East,Cleveland,1,0,1,0,1,0,0,2,782.8,1,0,1,1,0,1452.932141,215.501236,-1,0,-49.13333333,11
15,20400022,2004,11/5/2004,2004,0,1,0,1,0,1,0,0,1,847,1,0,1,0,0,1544.3904,East,Indiana,1,1,0,0,0,1,0,1,749.5,0,1,1,0,1,1624.783632,-80.39323223,0,-1,97.5,11
16,20400028,2004,11/5/2004,2004,0,1,0,1,0,1,0,0,0,625.4545455,1,0,1,0,0,1590.135499,West,Utah,1,1,0,1,0,0,0,2,816.2222222,1,0,1,0,0,1511.647793,78.48770676,-2,0,-190.7676768,11
17,20400026,2004,11/5/2004,2004,1,1,1,0,0,0,1,0,2,850.6,0,1,1,0,1,1617.744508,West,L.A. Clippers,1,1,0,1,0,0,0,1,749.1428571,1,0,1,0,0,1399.827219,217.9172884,1,1,101.4571429,11
18,20400027,2004,11/5/2004,2004,0,2,1,1,1,0,0,1,2,648.3,0,1,1,0,0,1671.794418,West,San Antonio,1,1,0,1,0,0,0,1,886.7777778,1,0,1,0,0,1664.34439,7.450028206,1,0,-238.4777778,11
19,20400020,2004,11/5/2004,2004,1,1,1,0,1,0,0,0,1,800.7777778,1,0,1,0,0,1521.923196,East,Detroit,1,1,0,1,0,0,0,1,822.7777778,0,0,0,0,1,1620.317428,-98.39423204,0,-1,-22,11
20,20400023,2004,11/5/2004,2004,0,1,0,1,0,1,0,0,1,914.5,1,0,1,0,0,1630.95227,West,Houston,2,0,2,0,0,0,2,2,833.3636364,0,1,1,0,0,1516.053953,114.8983171,-1,0,81.13636364,11
21,20400021,2004,11/5/2004,2004,0,1,1,0,0,0,1,0,0,614.6,0,1,1,0,1,1530.531405,West,Phoenix,1,1,0,1,0,0,0,1,1016.375,1,0,1,0,0,1459.575995,70.95540985,-1,1,-401.775,11
22,20400025,2004,11/5/2004,2004,0,0,0,0,0,0,0,0,0,393,0,0,0,0,2,1464.000851,East,New Jersey,1,0,1,0,1,0,0,1,445.7272727,1,0,1,0,0,1491.92058,-27.91972833,-1,2,-52.72727273,11
23,20400024,2004,11/5/2004,2004,0,1,0,1,0,1,0,0,0,871.5555556,1,0,1,0,0,1568.371781,East,Orlando,1,1,0,1,0,0,0,0,662.1111111,1,0,1,0,0,1349.222085,219.1496961,0,0,209.4444444,11
24,20400029,2004,11/5/2004,2004,1,1,0,1,0,0,0,1,0,666.1111111,0,1,1,0,0,1581.725002,East,Atlanta,1,0,1,0,0,0,1,0,623.2857143,0,1,1,0,1,1418.007677,163.7173245,0,-1,42.82539683,11
25,20400034,2004,11/6/2004,2004,0,2,1,1,0,1,1,0,1,445.7272727,1,1,2,1,0,1598.252228,West,Phoenix,2,2,0,1,0,1,0,1,852.2,1,1,2,1,0,1472.794212,125.4580154,0,0,-406.4727273,11
26,20400037,2004,11/6/2004,2004,1,1,0,1,0,0,0,1,1,700.7,0,1,1,0,1,1595.351805,East,Cleveland,2,0,2,0,1,0,1,2,782.8,1,1,2,0,0,1449.97275,145.3790552,-1,1,-82.1,11
27,20400040,2004,11/6/2004,2004,0,2,1,1,1,0,0,1,1,769.7,1,0,1,0,2,1634.438491,West,Utah,2,2,0,1,0,1,0,2,743.1,1,1,2,1,0,1534.481413,99.95707853,-1,2,26.6,11
28,20400031,2004,11/6/2004,2004,1,1,0,1,0,1,0,0,0,246,1,0,1,0,0,1584.670568,East,Orlando,2,2,0,1,0,1,0,0,741.625,1,1,2,1,0,1356.860964,227.8096038,0,0,-495.625,11
29,20400039,2004,11/6/2004,2004,1,2,2,0,1,0,1,0,2,872.4444444,0,1,1,0,0,1704.300769,West,Memphis,2,0,2,0,2,0,0,1,833.7272727,2,0,2,1,0,1517.762922,186.5378476,1,0,38.71717172,11
30,20400038,2004,11/6/2004,2004,1,3,1,2,0,0,1,2,2,890.3,0,2,2,1,0,1629.243302,West,Sacramento,2,0,2,0,0,0,2,3,988.5555556,0,1,1,0,0,1558.231407,71.01189547,-1,0,-98.25555556,11
31,20400033,2004,11/6/2004,2004,1,2,1,1,1,0,0,1,1,874.625,0,1,1,1,1,1704.202707,East,Philadelphia,2,1,1,0,1,1,0,0,554.5555556,1,1,2,1,1,1417.313187,286.8895195,1,0,320.0694444,11
32,20400032,2004,11/6/2004,2004,0,1,0,1,0,0,0,1,1,819.2,0,1,1,0,1,1576.528634,East,Boston,2,0,2,0,2,0,0,1,764.9,2,0,2,1,0,1438.776727,137.751907,0,1,54.3,11
33,20400030,2004,11/6/2004,2004,0,2,2,0,0,0,2,0,0,628.3333333,0,2,2,0,1,1512.195481,East,Miami,2,2,0,1,0,1,0,1,733.6666667,1,1,2,0,0,1571.392767,-59.19728643,-1,1,-105.3333333,11
34,20400036,2004,11/6/2004,2004,1,2,1,1,1,0,0,1,2,764.5454545,1,1,2,0,1,1735.647244,West,New Orleans,2,0,2,0,2,0,0,0,871.5555556,2,0,2,1,0,1460.732903,274.9143417,2,1,-107.010101,11
35,20400035,2004,11/6/2004,2004,1,2,2,0,0,0,2,0,1,721,0,2,2,1,2,1730.397305,East,Chicago,1,0,1,0,1,0,0,0,448.5,1,0,1,1,2,1357.669204,372.7281012,1,0,272.5,11
36,20400041,2004,11/6/2004,2004,0,2,0,2,0,2,0,0,0,666.4,2,0,2,1,0,1567.30188,West,L.A. Clippers,2,1,1,1,0,0,1,1,668.5,1,1,2,1,0,1395.195988,172.1058919,-1,0,-2.1,11
37,20400043,2004,11/7/2004,2004,1,2,1,1,1,0,0,1,0,666.1111111,1,1,2,0,0,1590.128835,West,San Antonio,2,2,0,1,0,1,0,1,830.1,1,1,2,0,0,1674.346522,-84.2176867,-1,0,-163.9888889,11
38,20400042,2004,11/7/2004,2004,1,2,2,0,2,0,0,0,1,800.7777778,2,0,2,0,0,1538.037917,West,Portland,2,2,0,1,0,1,0,2,944.3333333,1,1,2,0,2,1522.375739,15.66217776,-1,-2,-143.5555556,11
39,20400044,2004,11/7/2004,2004,1,3,1,2,1,1,0,1,2,616.5454545,1,1,2,0,0,1661.792286,East,Atlanta,2,0,2,0,0,0,2,0,623.2857143,0,2,2,0,1,1409.603844,252.1884425,2,-1,-6.74025974,11
40,20400046,2004,11/8/2004,2004,1,3,3,0,1,0,2,0,2,816.2222222,1,2,3,0,0,1660.389846,West,Denver,3,1,2,1,1,0,1,1,844.3333333,2,0,2,0,2,1508.530057,151.8597893,1,-2,-28.11111111,11
41,20400045,2004,11/8/2004,2004,1,3,3,0,2,0,1,0,2,872.4444444,1,1,2,0,0,1712.554494,West,Golden State,3,0,3,0,3,0,0,0,616.1,3,0,3,0,1,1451.945759,260.6087357,2,-1,256.3444444,11
42,20400047,2004,11/8/2004,2004,0,3,2,1,1,0,1,1,1,749.1428571,1,2,3,0,0,1510.552109,East,Detroit,3,2,1,2,0,0,1,1,822.7777778,1,1,2,0,1,1606.57919,-96.02708138,0,-1,-73.63492063,11
43,20400054,2004,11/9/2004,2004,0,3,2,1,2,0,0,1,2,814.4444444,2,1,3,0,1,1737.997943,East,Indiana,3,3,0,1,0,2,0,1,596.25,1,2,3,0,1,1632.071919,105.9260231,1,0,218.1944444,11
44,20400050,2004,11/9/2004,2004,1,2,0,2,0,1,0,1,1,935,1,1,2,0,0,1539.450164,East,Philadelphia,3,1,2,0,1,1,1,0,554.5555556,1,2,3,0,1,1414.936704,124.51346,1,-1,380.4444444,11
45,20400051,2004,11/9/2004,2004,0,3,0,3,0,0,0,3,0,575.5,0,3,3,0,0,1505.164574,East,Cleveland,3,0,3,0,1,0,2,2,831.4444444,1,2,3,0,0,1443.009173,62.15540049,-2,0,-255.9444444,11
46,20400056,2004,11/9/2004,2004,1,4,2,2,1,0,1,2,2,890.3,1,2,3,0,0,1633.466966,West,Memphis,3,0,3,0,2,0,1,1,791.4,2,1,3,0,1,1509.509197,123.9577692,1,-1,98.9,11
47,20400052,2004,11/9/2004,2004,1,3,3,0,1,0,2,0,1,692.7,1,2,3,0,0,1680.627969,East,Washington,3,2,1,0,1,2,0,0,638.9,1,2,3,0,0,1402.960278,277.6676913,1,0,53.8,11
48,20400055,2004,11/9/2004,2004,0,2,0,2,0,1,0,1,0,571.7142857,1,1,2,0,0,1455.994589,West,Phoenix,3,3,0,1,0,2,0,1,836.2727273,1,2,3,0,0,1507.089202,-51.09461321,-1,0,-264.5584416,11
49,20400058,2004,11/9/2004,2004,1,3,0,3,0,0,0,3,3,988.5,0,2,2,0,0,1654.007743,East,Toronto,3,3,0,3,0,0,0,1,800.7777778,3,0,3,0,0,1444.002644,210.0050992,2,0,187.7222222,11
50,20400057,2004,11/9/2004,2004,0,4,1,3,1,1,0,2,1,769.7,2,1,3,1,2,1602.749175,West,Seattle,3,2,1,2,0,0,1,0,666.1111111,2,1,3,0,0,1511.108845,91.64032935,1,2,103.5888889,11
51,20400053,2004,11/9/2004,2004,0,3,0,3,0,2,0,1,0,851,2,1,3,0,0,1558.382204,West,L.A. Lakers,4,2,2,2,1,0,1,2,616.5454545,2,1,3,0,0,1566.231556,-7.84935199,-2,0,234.4545455,11
52,20400049,2004,11/9/2004,2004,1,3,1,2,0,2,1,0,1,504.5555556,2,1,3,0,2,1563.957238,West,Portland,3,2,1,1,0,1,1,2,1038.125,1,2,3,0,1,1516.411013,47.5462249,-1,1,-533.5694444,11
53,20400048,2004,11/9/2004,2004,1,3,2,1,1,0,1,1,0,662.1111111,1,2,3,0,0,1452.907083,West,Dallas,4,4,0,3,0,1,0,2,840.4,2,1,3,1,0,1614.242088,-161.3350046,-2,0,-178.2888889,11
54,20400066,2004,11/10/2004,2004,1,3,2,1,1,0,1,1,1,780,1,2,3,0,0,1753.366512,West,Golden State,4,0,4,0,3,0,1,0,625.4545455,3,1,4,0,0,1450.258165,303.1083472,1,0,154.5454545,11
55,20400062,2004,11/10/2004,2004,0,4,4,0,1,0,3,0,1,648.4285714,1,3,4,1,2,1737.794226,West,L.A. Clippers,4,2,2,1,1,1,1,1,612.8888889,2,2,4,0,0,1406.759822,331.034404,0,2,35.53968254,11
56,20400061,2004,11/10/2004,2004,1,4,2,2,0,1,2,1,0,643.7777778,1,3,4,1,1,1500.103673,East,Orlando,4,3,1,2,0,1,1,0,571.4285714,2,2,4,1,2,1369.989387,130.1142858,0,-1,72.34920635,11
57,20400063,2004,11/10/2004,2004,1,4,1,3,0,1,1,2,2,840.8888889,1,3,4,1,0,1558.939681,West,Phoenix,4,4,0,1,0,3,0,1,865.5,1,3,4,1,0,1520.528433,38.41124797,1,0,-24.61111111,11
58,20400068,2004,11/10/2004,2004,1,4,3,1,2,0,1,1,0,666.1111111,2,2,4,1,0,1633.342096,West,Sacramento,4,1,3,1,0,0,3,3,988.5555556,1,2,3,1,0,1559.542043,73.80005315,-3,0,-322.4444444,11
59,20400065,2004,11/10/2004,2004,1,4,0,4,0,2,0,2,1,791.4,2,2,4,1,1,1606.164356,West,L.A. Lakers,5,3,2,2,1,1,1,2,667.7,2,2,4,1,0,1575.050402,31.11395378,-1,1,123.7,11
60,20400064,2004,11/10/2004,2004,1,2,1,1,1,0,0,1,1,779,1,1,2,0,2,1602.315382,East,Charlotte,2,1,1,1,1,0,0,0,228.2857143,2,0,2,0,3,1488.624448,113.6909341,1,-1,550.7142857,11
61,20400067,2004,11/10/2004,2004,0,4,4,0,2,0,2,0,2,743.1,2,2,4,0,0,1666.170729,East,Toronto,4,3,1,3,0,0,1,1,800.7777778,3,1,4,1,0,1438.468344,227.7023853,1,0,-57.67777778,11
62,20400060,2004,11/10/2004,2004,1,4,1,3,0,1,1,2,0,535.1,1,3,4,1,1,1509.518442,East,New Jersey,4,2,2,1,2,1,0,1,504.5555556,3,1,4,1,2,1469.221258,40.29718411,-1,-1,30.54444444,11
63,20400059,2004,11/10/2004,2004,1,3,1,2,0,2,1,0,1,847,2,1,3,0,0,1575.855197,West,Portland,4,2,2,1,0,1,2,2,1038.125,1,3,4,1,1,1511.146993,64.7082037,-1,-1,-191.125,11
64,20400071,2004,11/11/2004,2004,1,5,1,4,1,2,0,2,1,744,3,1,4,0,1,1580.515924,East,Detroit,4,3,1,2,0,1,1,0,680.5555556,1,2,3,0,1,1610.371476,-29.85555207,1,0,63.44444444,11
65,20400070,2004,11/11/2004,2004,0,5,3,2,2,0,1,2,1,769.1,2,1,3,0,1,1636.811807,West,Minnesota,4,2,2,2,1,0,1,2,769.4,2,1,3,0,0,1632.275636,4.536170816,-1,1,-0.3,11
66,20400069,2004,11/11/2004,2004,0,4,4,0,2,0,2,0,1,633.2727273,2,1,3,0,0,1683.484575,West,Dallas,5,4,1,3,0,1,1,2,725.5,2,1,3,0,0,1597.159784,86.32479081,-1,0,-92.22727273,11
67,20400078,2004,11/12/2004,2004,1,4,3,1,2,0,1,1,1,830.1,1,2,3,0,0,1757.287278,East,Miami,5,4,1,2,1,2,0,1,604.5,2,1,3,1,1,1561.605164,195.6821137,0,-1,225.6,11
68,20400074,2004,11/12/2004,2004,1,4,2,2,1,2,1,0,1,764.9,2,1,3,0,0,1579.603382,East,Charlotte,3,1,2,1,1,0,1,0,205.25,1,1,2,0,2,1485.595117,94.00826484,1,-2,559.65,11
69,20400075,2004,11/12/2004,2004,1,3,1,2,1,1,0,1,1,832.5,2,0,2,0,0,1544.868427,West,L.A. Clippers,5,3,2,1,1,2,1,1,668.5,1,3,4,0,0,1463.503949,81.36447839,0,0,164,11
70,20400077,2004,11/12/2004,2004,0,4,0,4,0,3,0,1,0,833.6666667,2,1,3,0,0,1549.563359,East,Atlanta,4,0,4,0,1,0,3,0,575.5,1,2,3,0,0,1389.234066,160.3292921,0,0,258.1666667,11
71,20400073,2004,11/12/2004,2004,1,5,3,2,2,0,1,2,0,662.3333333,1,3,4,0,2,1463.95439,West,L.A. Lakers,6,3,3,2,1,1,2,2,702.1111111,2,2,4,0,1,1558.995485,-95.04109486,-2,1,-39.77777778,11
72,20400076,2004,11/12/2004,2004,1,5,1,4,1,2,0,2,1,679.0833333,2,2,4,0,0,1622.219273,West,Golden State,5,0,5,0,3,0,2,0,625.4545455,2,2,4,0,0,1446.337399,175.8818743,1,0,53.62878788,11
73,20400072,2004,11/12/2004,2004,1,5,2,3,1,1,1,2,0,521.4,2,2,4,0,0,1517.298575,East,Indiana,5,4,1,1,1,3,0,1,753.5714286,2,2,4,0,4,1581.0501,-63.75152488,-1,-4,-232.1714286,11
74,20400079,2004,11/12/2004,2004,1,5,4,1,3,0,1,1,0,746.25,3,1,4,0,0,1649.667452,East,Toronto,5,4,1,3,0,1,1,0,637.4444444,2,2,4,0,0,1457.217182,192.4502701,0,0,108.8055556,11
75,20400080,2004,11/13/2004,2004,0,5,2,3,1,2,1,1,1,478,2,1,3,0,0,1561.441125,West,Dallas,6,5,1,3,0,2,1,2,827.125,2,2,4,0,0,1619.039194,-57.59806985,-1,0,-349.125,11
76,20400088,2004,11/13/2004,2004,1,5,4,1,2,1,2,0,2,743.1,2,1,3,0,0,1647.421891,East,Detroit,5,3,2,2,0,1,2,0,571.125,1,2,3,0,2,1600.27268,47.14921099,2,-2,171.975,11
77,20400086,2004,11/13/2004,2004,1,3,2,1,2,0,0,1,1,779,2,0,2,0,2,1605.344714,West,New Orleans,5,0,5,0,4,0,1,0,685.8888889,2,1,3,1,1,1442.92707,162.4176434,1,1,93.11111111,11
78,20400082,2004,11/13/2004,2004,0,4,1,3,1,1,0,2,0,205.25,1,2,3,1,2,1575.570843,West,Golden State,6,0,6,0,3,0,3,0,711,1,3,4,1,0,1436.369329,139.2015137,0,2,-505.75,11
79,20400090,2004,11/13/2004,2004,1,5,2,3,1,0,1,3,2,936.2222222,0,3,3,0,0,1607.398808,East,Toronto,6,4,2,3,0,1,2,0,696.25,1,3,4,1,0,1455.477943,151.9208647,2,0,239.9722222,11
80,20400087,2004,11/13/2004,2004,0,6,3,3,2,1,1,2,1,723.1818182,3,0,3,0,1,1629.656589,West,L.A. Lakers,7,3,4,2,1,1,3,2,667.7,1,3,4,1,1,1545.648652,84.00793702,-1,0,55.48181818,11
81,20400081,2004,11/13/2004,2004,1,5,2,3,1,1,1,2,2,739.7272727,1,2,3,0,0,1565.01548,East,Washington,5,3,2,1,1,2,1,0,638.9,2,1,3,0,0,1406.13867,158.8768101,2,0,100.8272727,11
82,20400089,2004,11/13/2004,2004,0,5,4,1,1,0,3,1,1,976.25,0,3,3,0,1,1614.452633,West,Sacramento,5,1,4,1,0,0,4,3,988.5,1,2,3,0,0,1543.216687,71.23594662,-2,1,-12.25,11
83,20400083,2004,11/13/2004,2004,0,5,1,4,0,1,1,3,0,511.8888889,1,2,3,1,0,1495.870355,West,San Antonio,5,4,1,3,0,1,1,1,759.9090909,2,1,3,1,0,1661.408221,-165.5378657,-1,0,-248.020202,11
84,20400084,2004,11/13/2004,2004,1,6,4,2,1,1,3,1,1,753.5714286,2,2,4,1,2,1675.034652,East,New York,4,2,2,2,1,0,1,1,832.5,3,0,3,1,0,1454.166728,220.8679238,0,2,-78.92857143,11
85,20400085,2004,11/13/2004,2004,0,3,0,3,0,2,0,1,0,616.5,1,1,2,0,0,1442.555358,West,L.A. Clippers,6,3,3,1,1,2,2,1,749.1428571,1,3,4,1,0,1454.205647,-11.6502889,-1,0,-132.6428571,11
86,20400091,2004,11/14/2004,2004,0,6,3,3,1,1,2,2,0,693.7777778,1,2,3,1,0,1494.771432,West,Dallas,7,6,1,3,0,3,1,2,796.5555556,1,3,4,1,0,1630.270727,-135.4992947,-2,0,-102.7777778,11
87,20400093,2004,11/14/2004,2004,1,6,4,2,2,1,2,1,1,658.8,2,1,3,0,1,1657.484222,East,Milwaukee,4,3,1,3,0,0,1,1,787.875,2,0,2,1,2,1508.134459,149.3497633,0,-1,-129.075,11
88,20400094,2004,11/14/2004,2004,1,6,5,1,4,0,1,1,0,799.1428571,3,1,4,0,0,1651.40669,West,Memphis,6,2,4,2,2,0,2,1,791.4,2,1,3,0,0,1532.187344,119.2193464,-1,0,7.742857143,11
89,20400092,2004,11/14/2004,2004,1,6,3,3,2,1,1,2,0,562.4,2,1,3,0,0,1523.314023,East,Orlando,6,4,2,3,0,1,2,0,711.4,2,1,3,0,2,1377.301222,146.0128008,0,-2,-149,11
90,20400095,2004,11/14/2004,2004,1,6,2,4,1,0,1,4,3,988.5555556,1,2,3,1,0,1649.37664,West,Denver,6,2,4,2,2,0,2,1,645.4,2,1,3,0,2,1490.61472,158.76192,2,-2,343.1555556,11
91,20400097,2004,11/15/2004,2004,0,6,2,4,1,3,1,1,1,478,2,1,3,0,0,1550.209592,West,Houston,7,3,4,2,2,1,2,2,972.5555556,3,0,3,0,0,1520.322725,29.88686704,-1,0,-494.5555556,11
92,20400096,2004,11/15/2004,2004,1,6,3,3,2,1,1,2,2,782.8,2,1,3,0,0,1576.382718,West,Golden State,7,1,6,0,3,1,3,0,625.4545455,0,4,4,0,0,1458.209471,118.1732474,2,0,157.3454545,11
93,20400105,2004,11/16/2004,2004,1,7,4,3,1,1,3,2,1,612.8888889,0,3,3,0,0,1558.076002,East,Toronto,7,4,3,3,0,1,3,0,637.4444444,0,4,4,0,0,1452.543768,105.5322343,1,0,-24.55555556,11
94,20400103,2004,11/16/2004,2004,1,6,5,1,3,0,2,1,1,803.9,2,1,3,0,0,1768.025624,East,New York,5,2,3,2,1,0,2,1,859,2,1,3,0,0,1451.288189,316.7374354,0,0,-55.1,11
95,20400101,2004,11/16/2004,2004,1,5,3,2,2,1,1,1,2,764.5454545,1,1,2,0,0,1739.430853,East,Miami,7,5,2,3,1,2,1,1,682.6363636,3,1,4,0,0,1560.051449,179.3794034,1,0,81.90909091,11
96,20400102,2004,11/16/2004,2004,0,8,7,1,3,0,4,1,2,796.5555556,0,4,4,0,0,1735.791378,West,Phoenix,6,4,2,1,1,3,1,1,992.875,1,2,3,0,1,1508.292679,227.4986982,1,-1,-196.3194444,11
97,20400099,2004,11/16/2004,2004,0,5,1,4,1,2,0,2,0,248.1428571,1,2,3,0,2,1553.730701,West,Utah,6,5,1,3,1,2,0,2,755.1818182,2,0,2,0,0,1558.646042,-4.915340793,-2,2,-507.038961,11
98,20400104,2004,11/16/2004,2004,1,7,3,4,2,0,1,4,3,988.5555556,2,2,4,0,0,1655.286611,East,Chicago,4,0,4,0,3,0,1,0,571.7142857,2,0,2,0,0,1338.685004,316.6016069,3,0,416.8412698,11
99,20400098,2004,11/16/2004,2004,0,7,4,3,3,1,1,2,0,583.7,3,1,4,0,0,1528.568323,West,Seattle,7,6,1,5,0,1,1,0,746.25,3,1,4,0,0,1555.709399,-27.14107558,0,0,-162.55,11
100,20400100,2004,11/16/2004,2004,1,6,1,5,0,2,1,3,0,511.8888889,2,1,3,0,0,1489.252951,West,Houston,8,4,4,2,2,2,2,2,901.7,3,1,4,1,0,1532.571843,-43.31889205,-2,0,-389.8111111,11
101,20400106,2004,11/17/2004,2004,1,7,3,4,1,2,2,2,0,693.7777778,2,1,3,0,0,1489.250781,East,Boston,5,3,2,2,2,1,0,1,764.9,2,0,2,0,0,1489.627656,-0.376874642,-1,0,-71.12222222,11
102,20400115,2004,11/17/2004,2004,1,8,4,4,2,1,2,3,2,667.7,0,3,3,0,0,1654.982517,West,L.A. Clippers,8,5,3,2,1,3,2,1,749.1428571,1,3,4,1,0,1465.643685,189.3388315,1,0,-81.44285714,11
103,20400108,2004,11/17/2004,2004,1,7,5,2,2,1,3,1,1,735.125,2,1,3,0,1,1677.913191,East,Atlanta,7,2,5,1,2,1,3,0,575.5,2,1,3,1,0,1396.616994,281.296197,1,1,159.625,11
104,20400110,2004,11/17/2004,2004,1,6,3,3,2,0,1,3,1,772.7,0,2,2,0,0,1689.048529,West,Minnesota,6,4,2,3,1,1,1,2,804.6,1,1,2,1,0,1644.487921,44.56060839,-1,0,-31.9,11
105,20400114,2004,11/17/2004,2004,0,6,3,3,2,0,1,3,2,843.3,1,1,2,0,0,1610.332983,West,Memphis,7,2,5,2,2,0,3,1,679.0833333,2,1,3,0,0,1527.884635,82.44834791,1,0,164.2166667,11
106,20400107,2004,11/17/2004,2004,1,7,4,3,3,0,1,3,0,679.2857143,1,2,3,0,1,1472.046923,West,Utah,7,6,1,3,1,3,0,2,755.1818182,2,1,3,1,0,1563.390894,-91.34397138,-2,1,-75.8961039,11
107,20400113,2004,11/17/2004,2004,1,7,2,5,2,2,0,3,1,645.4,1,1,2,0,2,1584.70475,East,Toronto,8,4,4,3,0,1,4,0,637.4444444,0,4,4,1,0,1444.976085,139.7286654,1,2,7.955555556,11
108,20400112,2004,11/17/2004,2004,0,5,3,2,3,0,0,2,1,799.4444444,2,1,3,0,2,1605.567231,East,Miami,8,5,3,3,1,2,2,1,763.3333333,2,2,4,1,0,1554.994381,50.57284989,0,2,36.11111111,11
